audio_file,top10_neuron_indices
audio-1488986803,"63,2,88,83,60,4,77,9,46,42"
audio-1488986817,"10,15,71,33,46,9,48,16,27,22"
audio-1488986860,"64,14,2,42,77,72,54,4,15,34"
audio-1488986998,"83,80,42,78,46,29,48,72,1,34"
audio-1488987034,"9,34,33,48,30,27,64,2,19,80"
audio-1488987042,"9,80,42,58,30,48,83,19,13,14"
audio-1488987070,"15,83,81,19,13,48,71,10,63,33"
audio-1488987281,"81,48,32,10,16,33,19,15,70,88"
audio-1488987557,"15,83,64,48,34,2,32,33,72,10"
audio-1488987562,"4,72,57,29,70,15,22,71,10,78"
audio-1488987594,"70,78,10,34,54,46,71,48,42,45"
audio-1488987707,"22,2,27,33,30,14,64,44,32,45"
audio-1488987944,"22,1,30,46,42,70,78,88,57,33"
audio-1488987992,"70,71,88,30,27,9,2,29,1,78"
audio-1488988231,"32,34,1,10,29,54,27,48,9,78"
audio-1488988251,"15,22,72,27,4,57,30,33,46,88"
audio-1488988301,"32,2,64,27,78,22,9,86,34,13"
audio-1488988627,"16,78,4,57,13,88,29,70,9,45"
audio-1488988689,"10,13,78,33,64,34,27,1,29,9"
audio-1488988719,"29,83,2,15,33,70,32,27,1,16"
audio-1488988979,"57,19,64,70,1,4,10,72,88,48"
audio-1488988998,"78,10,48,64,57,46,32,88,30,80"
audio-1488989030,"81,57,9,71,33,2,48,30,64,29"
audio-1488989231,"46,13,81,2,45,27,9,83,48,22"
audio-1488989237,"22,27,64,9,19,30,71,81,13,48"
audio-1488989256,"15,1,30,81,57,10,64,72,71,32"
audio-1488989274,"78,19,77,72,88,10,22,9,15,34"
audio-1488989319,"19,71,72,13,83,30,27,34,64,33"
audio-1488989330,"77,14,83,22,78,33,58,27,46,64"
audio-1488989352,"1,32,27,22,70,77,71,9,4,45"
audio-1488989457,"70,1,48,29,27,77,42,81,19,46"
audio-1488989475,"16,19,57,77,42,32,60,33,83,48"
audio-1488989539,"54,64,2,30,81,10,60,78,13,48"
audio-1488989566,"71,29,78,9,30,64,34,16,1,19"
audio-1488989577,"57,4,14,9,33,70,10,81,42,30"
audio-1488989608,"22,88,42,57,30,81,9,72,10,29"
audio-1488989857,"1,33,81,9,27,42,46,70,72,77"
audio-1488989926,"60,80,33,32,19,13,45,10,71,64"
audio-1488990362,"42,34,32,27,2,46,88,72,58,29"
audio-1488990804,"30,60,72,80,9,46,42,2,19,13"
audio-1488990967,"13,71,48,19,42,64,32,16,33,9"
audio-1488991080,"29,42,32,57,83,10,1,2,19,30"
audio-1488991112,"57,2,10,78,9,32,15,48,34,54"
audio-1488991167,"22,42,27,80,57,1,78,9,46,81"
audio-1488991300,"29,13,70,2,19,33,27,45,80,77"
audio-1488991389,"13,72,45,81,70,19,83,33,30,9"
audio-1488991424,"27,10,30,80,48,9,72,34,64,60"
audio-1488991466,"33,19,34,80,64,16,83,81,30,32"
audio-1488991488,"83,33,78,2,13,10,88,64,4,34"
audio-1488991511,"78,70,34,71,2,48,32,72,46,10"
audio-1488991652,"30,42,88,2,34,72,9,19,27,33"
audio-1488991667,"64,72,77,2,30,9,60,34,46,1"
audio-1488991681,"2,48,27,9,34,88,80,33,29,46"
audio-1488991691,"88,29,10,30,1,57,22,15,9,83"
audio-1488991718,"88,45,46,30,34,48,27,9,83,22"
audio-1488991753,"9,81,45,29,30,64,33,1,27,46"
audio-1488991785,"27,72,81,48,30,15,77,13,83,45"
audio-1488991800,"70,72,30,45,42,32,83,9,48,88"
audio-1488991806,"57,29,72,2,13,64,22,46,30,10"
audio-1488991837,"27,54,33,9,48,71,13,10,34,88"
audio-1488992049,"29,34,70,57,64,45,48,80,63,19"
audio-1488992293,"72,33,29,64,70,46,2,71,14,78"
audio-1488992754,"9,1,29,42,30,22,81,32,46,70"
audio-1488992846,"54,46,33,2,1,19,10,42,88,81"
audio-1488992862,"42,88,13,29,81,72,9,33,45,32"
audio-1488992917,"81,9,30,77,2,33,57,22,4,70"
audio-1488992923,"19,32,22,13,16,71,83,46,2,34"
audio-1488992997,"34,57,83,78,29,70,88,72,9,69"
audio-1488993075,"1,19,9,10,71,27,33,78,42,34"
audio-1488993114,"34,48,57,81,9,80,13,10,45,29"
audio-1488993122,"83,1,64,46,10,33,9,29,2,57"
audio-1488993127,"13,88,27,2,29,10,77,42,33,57"
audio-1488993304,"34,30,32,80,63,29,27,10,70,1"
audio-1488993308,"71,2,72,32,1,45,81,77,46,70"
audio-1488993324,"32,81,80,1,46,30,64,45,48,2"
audio-1488993353,"10,72,19,57,34,48,30,78,22,32"
audio-1488993367,"30,81,88,72,2,10,15,46,9,34"
audio-1488993380,"22,32,70,72,83,33,88,42,71,27"
audio-1488993595,"29,1,72,46,83,71,2,10,70,33"
audio-1488993620,"2,34,32,9,1,27,48,19,78,46"
audio-1488993668,"2,13,30,57,80,88,46,1,22,60"
audio-1488993679,"1,42,15,88,48,45,13,9,81,52"
audio-1488993699,"34,16,10,45,13,81,9,57,68,22"
audio-1488993757,"22,2,9,27,29,70,88,33,48,71"
audio-1488993833,"46,9,78,1,27,81,71,2,34,48"
audio-1488993978,"22,57,1,48,29,88,9,10,45,32"
audio-1488994014,"48,46,13,22,27,81,45,29,33,63"
audio-1489151210,"10,42,83,29,22,15,72,32,30,81"
audio-1489151693,"83,9,13,70,81,77,72,27,33,19"
audio-1489151719,"45,19,81,83,30,27,80,13,9,71"
audio-1489151744,"64,34,30,77,2,68,48,22,71,46"
audio-1489151799,"30,15,70,57,14,1,27,29,33,83"
audio-1489151954,"1,42,71,57,27,34,63,72,88,19"
audio-1489152090,"10,48,1,72,83,13,77,19,15,2"
audio-1489152133,"13,64,46,22,78,2,10,27,80,57"
audio-1489152180,"83,34,16,78,57,71,29,33,22,30"
audio-1489152212,"57,77,9,45,22,10,42,71,1,32"
audio-1489152214,"34,70,29,22,48,88,32,2,16,81"
audio-1489152234,"46,42,64,68,57,27,70,81,77,33"
audio-1489152266,"80,9,13,10,81,33,15,64,42,19"
audio-1489152284,"30,72,42,70,78,1,46,9,16,80"
audio-1489152380,"81,2,33,57,10,45,46,34,32,13"
audio-1489152408,"71,70,48,30,83,72,22,45,81,33"
audio-1489152422,"30,34,32,42,71,13,77,46,81,78"
audio-1489152450,"34,30,72,13,2,83,10,88,19,1"
audio-1489152466,"32,2,88,30,9,22,16,48,13,80"
audio-1489152487,"22,34,88,10,48,42,64,33,57,32"
audio-1489152520,"29,81,48,42,16,32,57,72,34,80"
audio-1489152528,"30,27,77,33,42,81,1,88,22,10"
audio-1489152533,"16,27,34,33,77,30,63,2,80,15"
audio-1489152535,"48,71,1,22,29,19,15,42,2,33"
audio-1489152549,"57,1,29,30,13,70,22,88,27,45"
audio-1489152556,"57,1,45,30,88,9,48,63,64,78"
audio-1489152600,"81,29,27,22,15,70,33,46,64,2"
audio-1489152607,"45,78,33,83,81,71,88,29,2,13"
audio-1489152623,"88,83,32,42,13,27,22,48,78,63"
audio-1489152673,"13,33,70,57,34,48,29,71,22,72"
audio-1489152682,"9,2,48,81,64,71,30,78,45,13"
audio-1489152700,"30,64,27,32,70,34,71,33,10,77"
audio-1489152738,"83,34,78,81,45,14,42,33,19,72"
audio-1489152759,"57,45,83,16,33,71,10,15,22,77"
audio-1489152815,"22,42,70,81,33,57,64,4,30,10"
audio-1489152885,"9,81,72,46,29,32,71,48,64,33"
audio-1489152983,"33,34,48,9,57,70,1,29,64,72"
audio-1489153016,"42,46,72,48,29,1,9,57,34,81"
audio-1489153088,"2,34,9,19,77,46,15,78,29,68"
audio-1489153103,"45,34,27,48,80,2,16,77,13,22"
audio-1489153119,"42,77,81,88,2,19,22,10,64,80"
audio-1489153142,"70,33,42,34,71,46,22,9,45,2"
audio-1489153163,"10,77,32,19,33,71,34,27,80,72"
audio-1489153218,"78,16,1,22,42,27,13,77,29,10"
audio-1489153221,"29,13,70,33,9,81,1,57,71,16"
audio-1489153235,"58,88,13,77,71,44,42,63,15,16"
audio-1489153247,"30,81,2,64,1,34,27,78,88,19"
audio-1489153283,"10,88,1,27,70,57,54,33,78,22"
audio-1489153316,"1,83,42,57,13,72,33,71,81,80"
audio-1489153342,"2,54,57,9,13,29,70,42,77,48"
audio-1489153354,"2,27,10,19,60,13,22,46,48,64"
audio-1489153367,"71,88,48,81,27,80,32,2,63,9"
audio-1489153382,"32,64,30,70,2,10,13,77,29,63"
audio-1489153386,"9,22,4,33,1,83,78,13,19,27"
audio-1489153408,"27,10,13,70,42,88,29,77,71,32"
audio-1489153473,"42,48,15,78,27,57,19,1,64,10"
audio-1489153485,"50,42,1,88,46,72,81,27,70,47"
audio-1489153603,"22,30,72,45,16,81,13,33,48,42"
audio-1489153608,"27,46,72,81,30,88,10,2,13,63"
audio-1489153692,"78,46,45,71,13,70,2,10,64,27"
audio-1489153699,"46,10,30,71,64,70,1,22,78,27"
audio-1489153733,"46,34,72,30,13,83,60,42,33,78"
audio-1489153734,"48,13,45,72,33,34,22,1,77,2"
audio-1489153752,"33,45,78,34,46,22,2,42,27,71"
audio-1489153790,"19,72,71,30,13,48,83,68,81,60"
audio-1489153814,"4,30,34,78,27,72,10,18,57,77"
audio-1489153861,"46,22,30,83,72,64,2,80,32,14"
audio-1489153870,"71,64,42,15,29,4,9,78,30,33"
audio-1489153917,"32,22,9,88,72,57,42,80,13,16"
audio-1489153942,"30,33,22,77,60,48,68,81,72,34"
audio-1489154013,"9,19,30,46,2,4,1,27,32,81"
audio-1489154029,"48,78,9,63,29,46,32,2,10,72"
audio-1489154058,"2,77,33,9,22,19,64,81,27,70"
audio-1489154065,"2,46,64,32,72,15,27,88,42,77"
audio-1489154087,"48,71,64,34,1,33,45,10,83,9"
audio-1489154104,"22,32,13,34,77,70,48,15,1,60"
audio-1489154114,"34,33,27,88,57,13,42,29,2,70"
audio-1489154181,"88,27,29,30,57,19,13,45,16,42"
audio-1489154192,"33,30,81,32,58,88,83,15,46,42"
audio-1489154199,"10,33,80,30,1,72,22,32,64,19"
audio-1489154243,"70,71,16,64,15,9,30,32,27,81"
audio-1489154267,"54,33,77,71,10,83,22,57,78,72"
audio-1489154283,"71,32,30,27,63,15,77,33,48,9"
audio-1489154322,"81,1,30,58,32,29,88,18,42,71"
audio-1489154339,"48,29,72,78,42,88,9,22,71,83"
audio-1489154373,"78,2,34,33,32,83,70,1,22,45"
audio-1489154634,"22,16,9,10,71,48,27,64,4,45"
audio-1489154668,"58,10,33,1,61,15,83,64,29,13"
audio-1489154675,"70,42,22,46,4,19,34,13,27,81"
audio-1489154694,"70,27,71,15,77,80,2,48,19,10"
audio-1489154716,"9,27,46,70,54,1,2,72,29,78"
audio-1489154741,"78,19,48,15,13,60,71,34,81,10"
audio-1489154838,"81,33,77,48,80,70,19,71,2,30"
audio-1489154849,"29,72,64,34,19,16,27,81,48,88"
audio-1489154868,"34,30,81,77,70,58,10,19,2,22"
audio-1489154926,"13,30,46,22,68,9,27,64,57,70"
audio-1489154939,"83,15,48,29,63,34,22,71,2,27"
audio-1489154983,"30,46,42,29,81,9,1,13,63,15"
audio-1489154988,"33,1,57,22,27,45,34,48,9,2"
audio-1489155128,"48,2,42,10,70,46,29,9,15,64"
audio-1489155155,"70,42,1,72,83,77,29,57,9,34"
audio-1489155159,"30,2,9,34,32,27,33,10,81,58"
audio-1489155191,"72,78,4,19,2,71,14,34,27,88"
audio-1489155216,"81,14,63,58,13,9,1,46,71,70"
audio-1489494280-headset,"2,34,27,19,48,42,77,9,72,57"
audio-1489494280,"32,30,48,70,77,1,58,80,2,29"
audio-1489497132-headset,"72,13,22,88,32,10,33,57,78,19"
audio-1489497132,"70,42,13,29,22,80,88,72,10,9"
audio-1489497140-headset,"70,33,78,71,63,29,22,30,10,81"
audio-1489497140,"80,88,81,2,83,78,34,77,33,46"
audio-1489497168-headset,"33,19,58,42,29,83,60,22,27,13"
audio-1489497168,"1,9,57,13,83,29,33,42,77,34"
audio-1489497388-headset,"72,42,71,9,2,10,13,70,33,81"
audio-1489497388,"27,70,77,42,13,1,16,78,48,30"
audio-1489497417-headset,"34,70,16,71,10,22,33,80,42,1"
audio-1489497417,"32,34,4,15,71,48,72,30,9,46"
audio-1489497544-headset,"42,22,70,46,78,27,29,2,71,81"
audio-1489497544,"10,70,32,13,1,9,42,27,78,83"
audio-1489497748-headset,"34,70,29,83,45,2,42,33,88,27"
audio-1489497748,"4,32,42,81,46,27,2,72,9,29"
audio-1489497766-headset,"1,27,72,88,10,2,78,81,60,13"
audio-1489497766,"22,80,60,27,64,38,15,34,33,13"
audio-1489497860-headset,"46,19,42,57,72,22,10,29,80,4"
audio-1489497860,"13,19,33,42,9,34,83,78,32,72"
audio-1489497878-headset,"22,57,2,10,34,46,1,78,29,15"
audio-1489497878,"42,1,88,27,80,83,46,48,2,33"
audio-1489497910-headset,"2,15,48,42,78,33,22,70,34,16"
audio-1489497910,"2,77,15,42,58,19,46,32,80,78"
audio-1489498021-headset,"81,42,72,64,70,33,34,27,30,15"
audio-1489498021,"57,22,42,32,70,72,71,19,88,16"
audio-1489498359-headset,"30,16,33,15,34,32,77,48,78,72"
audio-1489498359,"48,57,1,19,10,71,13,2,81,15"
audio-1489498382-headset,"9,15,81,33,19,68,46,1,22,48"
audio-1489498382,"22,71,46,27,30,13,72,1,34,42"
audio-1489498402-headset,"72,48,30,34,19,32,64,9,60,68"
audio-1489498402,"30,46,88,9,72,58,81,34,10,2"
audio-1489498421-headset,"9,48,13,19,44,33,70,29,42,4"
audio-1489498421,"32,45,2,13,48,16,71,83,42,46"
audio-1489498430-headset,"42,64,2,19,1,48,30,57,14,60"
audio-1489498430,"27,80,9,15,45,63,29,33,30,78"
audio-1489498486-headset,"10,33,30,34,88,13,22,70,9,29"
audio-1489498486,"45,1,27,42,57,15,13,83,80,48"
audio-1489498539-headset,"22,34,30,78,42,88,10,13,29,48"
audio-1489498539,"64,63,10,32,77,68,71,9,72,42"
audio-1489498578-headset,"83,45,68,1,19,4,60,81,10,64"
audio-1489498578,"29,2,45,71,19,32,42,69,34,46"
audio-1489498677-headset,"48,22,42,1,13,15,33,46,2,78"
audio-1489498677,"30,29,13,70,57,78,19,1,16,22"
audio-1489498708-headset,"2,72,27,46,22,63,16,13,88,70"
audio-1489498708,"83,78,10,57,42,27,9,77,48,71"
audio-1489499064-headset,"71,34,1,88,57,48,9,19,77,10"
audio-1489499064,"9,13,30,71,57,45,80,22,64,60"
audio-1489499075-headset,"29,1,13,22,70,4,10,57,32,71"
audio-1489499075,"10,45,30,4,14,57,33,32,77,42"
audio-1489499195-headset,"19,1,70,22,29,13,27,15,63,57"
audio-1489499195,"15,48,33,9,42,88,30,27,13,10"
