audio,layer,neuron
audio-oo-oo-oo-oo,block3_layer0_conv_module1_in_proj,149
audio-oo-oo-oo-oo,block3_layer0_conv_module1_in_proj,661
audio-oo-oo-oo-oo,block3_layer0_conv_module1_in_proj,89
audio-oo-oo-oo-oo,block3_layer0_conv_module1_in_proj,862
audio-oo-oo-oo-oo,block3_layer0_conv_module1_in_proj,415
audio-a-a,block3_layer0_feed_forward2_in_proj,833
audio-a-a,block3_layer0_feed_forward2_in_proj,642
audio-a-a,block3_layer0_feed_forward2_in_proj,1347
audio-a-a,block3_layer0_feed_forward2_in_proj,578
audio-a-a,block3_layer0_feed_forward2_in_proj,1484
audio-a-a,block3_layer0_feed_forward2_in_proj,1517
audio-a-a,block3_layer0_feed_forward2_in_proj,1527
audio-a-a,block3_layer0_feed_forward2_in_proj,1339
audio-ch-ch-ch,block3_layer0_feed_forward2_in_proj,640
audio-ch-ch-ch,block3_layer0_feed_forward2_in_proj,1352
audio-ch-ch-ch,block3_layer0_feed_forward2_in_proj,299
audio-ch-ch-ch,block3_layer0_feed_forward2_in_proj,303
audio-ch-ch-ch,block3_layer0_feed_forward2_in_proj,529
audio-ch-ch-ch,block3_layer0_feed_forward2_in_proj,1331
audio-ch-ch-ch,block3_layer0_feed_forward2_in_proj,1045
audio-ch-ch-ch,block3_layer0_feed_forward2_in_proj,958
audio-oo-oo-oo-oo,block3_layer0_feed_forward2_in_proj,509
audio-oo-oo-oo-oo,block3_layer0_feed_forward2_in_proj,514
audio-oo-oo-oo-oo,block3_layer0_feed_forward2_in_proj,324
audio-oo-oo-oo-oo,block3_layer0_feed_forward2_in_proj,551
audio-oo-oo-oo-oo,block3_layer0_feed_forward2_in_proj,233
audio-oo-oo-oo-oo,block3_layer0_feed_forward2_in_proj,235
audio-oo-oo-oo-oo,block3_layer0_feed_forward2_in_proj,19
audio-oo-oo-oo-oo,block3_layer0_feed_forward2_in_proj,659
audio-oo-oo-oo-oo,block3_layer0_feed_forward2_in_proj,979
audio-oo-oo-oo-oo,block3_layer0_feed_forward2_in_proj,989
audio-a-a,block3_layer0_self_attn2_in_proj,75
audio-a-a,block3_layer0_self_attn2_in_proj,11
audio-a-a,block3_layer0_self_attn2_in_proj,83
audio-a-a,block3_layer0_self_attn2_in_proj,84
audio-a-a,block3_layer0_self_attn2_in_proj,89
audio-a-a,block3_layer0_self_attn2_in_proj,94
audio-ch-ch-ch,block3_layer0_self_attn2_in_proj,33
audio-ch-ch-ch,block3_layer0_self_attn2_in_proj,66
audio-ch-ch-ch,block3_layer0_self_attn2_in_proj,81
audio-ch-ch-ch,block3_layer0_self_attn2_in_proj,49
audio-ch-ch-ch,block3_layer0_self_attn2_in_proj,26
audio-oo-oo-oo-oo,block3_layer0_self_attn2_in_proj,67
audio-oo-oo-oo-oo,block3_layer0_self_attn2_in_proj,70
audio-oo-oo-oo-oo,block3_layer0_self_attn2_in_proj,40
audio-oo-oo-oo-oo,block3_layer0_self_attn2_in_proj,87
audio-oo-oo-oo-oo,block3_layer0_self_attn2_in_proj,90
audio-oo-oo-oo-oo,block3_layer0_self_attn2_in_proj,92
audio-oo-oo-oo-oo,block3_layer0_self_attn2_in_proj,61
audio-a-a,block3_layer0_self_attn2_out_proj,320
audio-a-a,block3_layer0_self_attn2_out_proj,481
audio-a-a,block3_layer0_self_attn2_out_proj,167
audio-a-a,block3_layer0_self_attn2_out_proj,427
audio-a-a,block3_layer0_self_attn2_out_proj,19
audio-a-a,block3_layer0_self_attn2_out_proj,342
audio-a-a,block3_layer0_self_attn2_out_proj,280
audio-ch-ch-ch,block3_layer0_self_attn2_out_proj,288
audio-ch-ch-ch,block3_layer0_self_attn2_out_proj,130
audio-ch-ch-ch,block3_layer0_self_attn2_out_proj,76
audio-ch-ch-ch,block3_layer0_self_attn2_out_proj,365
audio-ch-ch-ch,block3_layer0_self_attn2_out_proj,13
audio-ch-ch-ch,block3_layer0_self_attn2_out_proj,368
audio-ch-ch-ch,block3_layer0_self_attn2_out_proj,117
audio-ch-ch-ch,block3_layer0_self_attn2_out_proj,377
audio-oo-oo-oo-oo,block3_layer0_self_attn2_out_proj,281
audio-oo-oo-oo-oo,block3_layer0_self_attn2_out_proj,7
audio-oo-oo-oo-oo,block3_layer0_self_attn2_out_proj,174
audio-oo-oo-oo-oo,block3_layer0_self_attn2_out_proj,14
audio-oo-oo-oo-oo,block3_layer0_self_attn2_out_proj,206
audio-oo-oo-oo-oo,block3_layer0_self_attn2_out_proj,17
audio-oo-oo-oo-oo,block3_layer0_self_attn2_out_proj,505
audio-oo-oo-oo-oo,block3_layer0_self_attn2_out_proj,126
audio-oo-oo-oo-oo,block3_layer0_self_attn2_out_proj,287
audio-a-a,block3_layer0_conv_module2_in_proj,258
audio-a-a,block3_layer0_conv_module2_in_proj,165
audio-a-a,block3_layer0_conv_module2_in_proj,264
audio-a-a,block3_layer0_conv_module2_in_proj,907
audio-a-a,block3_layer0_conv_module2_in_proj,589
audio-a-a,block3_layer0_conv_module2_in_proj,210
audio-a-a,block3_layer0_conv_module2_in_proj,506
audio-a-a,block3_layer0_conv_module2_in_proj,342
audio-a-a,block3_layer0_conv_module2_in_proj,186
audio-a-a,block3_layer0_conv_module2_in_proj,251
audio-ch-ch-ch,block3_layer0_conv_module2_in_proj,128
audio-ch-ch-ch,block3_layer0_conv_module2_in_proj,832
audio-ch-ch-ch,block3_layer0_conv_module2_in_proj,962
audio-ch-ch-ch,block3_layer0_conv_module2_in_proj,640
audio-ch-ch-ch,block3_layer0_conv_module2_in_proj,281
audio-ch-ch-ch,block3_layer0_conv_module2_in_proj,461
audio-ch-ch-ch,block3_layer0_conv_module2_in_proj,47
audio-ch-ch-ch,block3_layer0_conv_module2_in_proj,560
audio-ch-ch-ch,block3_layer0_conv_module2_in_proj,593
audio-ch-ch-ch,block3_layer0_conv_module2_in_proj,761
audio-oo-oo-oo-oo,block3_layer0_conv_module2_in_proj,481
audio-oo-oo-oo-oo,block3_layer0_conv_module2_in_proj,578
audio-oo-oo-oo-oo,block3_layer0_conv_module2_in_proj,453
audio-oo-oo-oo-oo,block3_layer0_conv_module2_in_proj,295
audio-oo-oo-oo-oo,block3_layer0_conv_module2_in_proj,168
audio-oo-oo-oo-oo,block3_layer0_conv_module2_in_proj,241
audio-oo-oo-oo-oo,block3_layer0_conv_module2_in_proj,597
audio-oo-oo-oo-oo,block3_layer0_conv_module2_in_proj,123
audio-oo-oo-oo-oo,block3_layer0_conv_module2_in_proj,731
audio-oo-oo-oo-oo,block3_layer0_conv_module2_in_proj,383
audio-a-a,block3_layer0_feed_forward3_in_proj,1152
audio-a-a,block3_layer0_feed_forward3_in_proj,1440
audio-a-a,block3_layer0_feed_forward3_in_proj,1874
audio-a-a,block3_layer0_feed_forward3_in_proj,151
audio-a-a,block3_layer0_feed_forward3_in_proj,1082
audio-a-a,block3_layer0_feed_forward3_in_proj,1117
audio-ch-ch-ch,block3_layer0_feed_forward3_in_proj,69
audio-ch-ch-ch,block3_layer0_feed_forward3_in_proj,1385
audio-ch-ch-ch,block3_layer0_feed_forward3_in_proj,1579
audio-ch-ch-ch,block3_layer0_feed_forward3_in_proj,1744
audio-ch-ch-ch,block3_layer0_feed_forward3_in_proj,116
audio-ch-ch-ch,block3_layer0_feed_forward3_in_proj,1277
audio-oo-oo-oo-oo,block3_layer0_feed_forward3_in_proj,1889
audio-oo-oo-oo-oo,block3_layer0_feed_forward3_in_proj,740
audio-oo-oo-oo-oo,block3_layer0_feed_forward3_in_proj,1521
audio-oo-oo-oo-oo,block3_layer0_feed_forward3_in_proj,1619
audio-oo-oo-oo-oo,block3_layer0_feed_forward3_in_proj,1651
audio-oo-oo-oo-oo,block3_layer0_feed_forward3_in_proj,1108
audio-oo-oo-oo-oo,block3_layer0_feed_forward3_in_proj,117
audio-oo-oo-oo-oo,block3_layer0_feed_forward3_in_proj,473
audio-oo-oo-oo-oo,block3_layer0_feed_forward3_in_proj,701
audio-a-a,block3_layer1_self_attn_weights_in_proj,160
audio-a-a,block3_layer1_self_attn_weights_in_proj,33
audio-a-a,block3_layer1_self_attn_weights_in_proj,454
audio-a-a,block3_layer1_self_attn_weights_in_proj,326
audio-a-a,block3_layer1_self_attn_weights_in_proj,18
audio-a-a,block3_layer1_self_attn_weights_in_proj,502
audio-a-a,block3_layer1_self_attn_weights_in_proj,153
audio-a-a,block3_layer1_self_attn_weights_in_proj,445
audio-a-a,block3_layer1_self_attn_weights_in_proj,222
audio-ch-ch-ch,block3_layer1_self_attn_weights_in_proj,259
audio-ch-ch-ch,block3_layer1_self_attn_weights_in_proj,519
audio-ch-ch-ch,block3_layer1_self_attn_weights_in_proj,523
audio-ch-ch-ch,block3_layer1_self_attn_weights_in_proj,492
audio-ch-ch-ch,block3_layer1_self_attn_weights_in_proj,236
audio-ch-ch-ch,block3_layer1_self_attn_weights_in_proj,399
audio-ch-ch-ch,block3_layer1_self_attn_weights_in_proj,401
audio-ch-ch-ch,block3_layer1_self_attn_weights_in_proj,508
audio-ch-ch-ch,block3_layer1_self_attn_weights_in_proj,351
audio-oo-oo-oo-oo,block3_layer1_self_attn_weights_in_proj,516
audio-oo-oo-oo-oo,block3_layer1_self_attn_weights_in_proj,517
audio-oo-oo-oo-oo,block3_layer1_self_attn_weights_in_proj,325
audio-oo-oo-oo-oo,block3_layer1_self_attn_weights_in_proj,13
audio-oo-oo-oo-oo,block3_layer1_self_attn_weights_in_proj,531
audio-oo-oo-oo-oo,block3_layer1_self_attn_weights_in_proj,308
audio-oo-oo-oo-oo,block3_layer1_self_attn_weights_in_proj,59
audio-oo-oo-oo-oo,block3_layer1_self_attn_weights_in_proj,542
audio-a-a,block3_layer1_feed_forward1_in_proj,1124
audio-a-a,block3_layer1_feed_forward1_in_proj,358
audio-a-a,block3_layer1_feed_forward1_in_proj,777
audio-a-a,block3_layer1_feed_forward1_in_proj,78
audio-a-a,block3_layer1_feed_forward1_in_proj,431
audio-a-a,block3_layer1_feed_forward1_in_proj,441
audio-a-a,block3_layer1_feed_forward1_in_proj,1081
audio-ch-ch-ch,block3_layer1_feed_forward1_in_proj,646
audio-ch-ch-ch,block3_layer1_feed_forward1_in_proj,1096
audio-ch-ch-ch,block3_layer1_feed_forward1_in_proj,74
audio-ch-ch-ch,block3_layer1_feed_forward1_in_proj,979
audio-ch-ch-ch,block3_layer1_feed_forward1_in_proj,694
audio-ch-ch-ch,block3_layer1_feed_forward1_in_proj,90
audio-ch-ch-ch,block3_layer1_feed_forward1_in_proj,794
audio-oo-oo-oo-oo,block3_layer1_feed_forward1_in_proj,449
audio-oo-oo-oo-oo,block3_layer1_feed_forward1_in_proj,258
audio-oo-oo-oo-oo,block3_layer1_feed_forward1_in_proj,387
audio-oo-oo-oo-oo,block3_layer1_feed_forward1_in_proj,386
audio-oo-oo-oo-oo,block3_layer1_feed_forward1_in_proj,1130
audio-oo-oo-oo-oo,block3_layer1_feed_forward1_in_proj,363
audio-oo-oo-oo-oo,block3_layer1_feed_forward1_in_proj,948
audio-oo-oo-oo-oo,block3_layer1_feed_forward1_in_proj,185
audio-oo-oo-oo-oo,block3_layer1_feed_forward1_in_proj,282
audio-oo-oo-oo-oo,block3_layer1_feed_forward1_in_proj,91
audio-a-a,block3_layer1_nonlin_attention_in_proj,1089
audio-a-a,block3_layer1_nonlin_attention_in_proj,678
audio-a-a,block3_layer1_nonlin_attention_in_proj,808
audio-a-a,block3_layer1_nonlin_attention_in_proj,985
audio-a-a,block3_layer1_nonlin_attention_in_proj,510
audio-a-a,block3_layer1_nonlin_attention_in_proj,159
audio-ch-ch-ch,block3_layer1_nonlin_attention_in_proj,322
audio-ch-ch-ch,block3_layer1_nonlin_attention_in_proj,39
audio-ch-ch-ch,block3_layer1_nonlin_attention_in_proj,1134
audio-ch-ch-ch,block3_layer1_nonlin_attention_in_proj,1040
audio-ch-ch-ch,block3_layer1_nonlin_attention_in_proj,1010
audio-ch-ch-ch,block3_layer1_nonlin_attention_in_proj,246
audio-oo-oo-oo-oo,block3_layer1_nonlin_attention_in_proj,1094
audio-oo-oo-oo-oo,block3_layer1_nonlin_attention_in_proj,1095
audio-oo-oo-oo-oo,block3_layer1_nonlin_attention_in_proj,749
audio-oo-oo-oo-oo,block3_layer1_nonlin_attention_in_proj,973
audio-oo-oo-oo-oo,block3_layer1_nonlin_attention_in_proj,239
audio-oo-oo-oo-oo,block3_layer1_nonlin_attention_in_proj,885
audio-oo-oo-oo-oo,block3_layer1_nonlin_attention_in_proj,313
audio-oo-oo-oo-oo,block3_layer1_nonlin_attention_in_proj,123
audio-oo-oo-oo-oo,block3_layer1_nonlin_attention_in_proj,637
audio-a-a,block3_layer1_nonlin_attention_out_proj,66
audio-a-a,block3_layer1_nonlin_attention_out_proj,324
audio-a-a,block3_layer1_nonlin_attention_out_proj,6
audio-a-a,block3_layer1_nonlin_attention_out_proj,308
audio-a-a,block3_layer1_nonlin_attention_out_proj,505
audio-a-a,block3_layer1_nonlin_attention_out_proj,219
audio-a-a,block3_layer1_nonlin_attention_out_proj,477
audio-ch-ch-ch,block3_layer1_nonlin_attention_out_proj,198
audio-ch-ch-ch,block3_layer1_nonlin_attention_out_proj,365
audio-ch-ch-ch,block3_layer1_nonlin_attention_out_proj,80
audio-ch-ch-ch,block3_layer1_nonlin_attention_out_proj,179
audio-ch-ch-ch,block3_layer1_nonlin_attention_out_proj,19
audio-ch-ch-ch,block3_layer1_nonlin_attention_out_proj,54
audio-ch-ch-ch,block3_layer1_nonlin_attention_out_proj,380
audio-oo-oo-oo-oo,block3_layer1_nonlin_attention_out_proj,416
audio-oo-oo-oo-oo,block3_layer1_nonlin_attention_out_proj,73
audio-oo-oo-oo-oo,block3_layer1_nonlin_attention_out_proj,170
audio-oo-oo-oo-oo,block3_layer1_nonlin_attention_out_proj,237
audio-oo-oo-oo-oo,block3_layer1_nonlin_attention_out_proj,47
audio-oo-oo-oo-oo,block3_layer1_nonlin_attention_out_proj,16
audio-oo-oo-oo-oo,block3_layer1_nonlin_attention_out_proj,117
audio-oo-oo-oo-oo,block3_layer1_nonlin_attention_out_proj,215
audio-oo-oo-oo-oo,block3_layer1_nonlin_attention_out_proj,476
audio-oo-oo-oo-oo,block3_layer1_nonlin_attention_out_proj,189
audio-a-a,block3_layer1_self_attn1_in_proj,32
audio-a-a,block3_layer1_self_attn1_in_proj,35
audio-a-a,block3_layer1_self_attn1_in_proj,51
audio-a-a,block3_layer1_self_attn1_in_proj,20
audio-a-a,block3_layer1_self_attn1_in_proj,84
audio-a-a,block3_layer1_self_attn1_in_proj,93
audio-a-a,block3_layer1_self_attn1_in_proj,92
audio-a-a,block3_layer1_self_attn1_in_proj,29
audio-ch-ch-ch,block3_layer1_self_attn1_in_proj,69
audio-ch-ch-ch,block3_layer1_self_attn1_in_proj,6
audio-ch-ch-ch,block3_layer1_self_attn1_in_proj,72
audio-ch-ch-ch,block3_layer1_self_attn1_in_proj,50
audio-ch-ch-ch,block3_layer1_self_attn1_in_proj,52
audio-ch-ch-ch,block3_layer1_self_attn1_in_proj,55
audio-oo-oo-oo-oo,block3_layer1_self_attn1_in_proj,36
audio-oo-oo-oo-oo,block3_layer1_self_attn1_in_proj,43
audio-oo-oo-oo-oo,block3_layer1_self_attn1_in_proj,79
audio-oo-oo-oo-oo,block3_layer1_self_attn1_in_proj,16
audio-oo-oo-oo-oo,block3_layer1_self_attn1_in_proj,81
audio-oo-oo-oo-oo,block3_layer1_self_attn1_in_proj,28
audio-oo-oo-oo-oo,block3_layer1_self_attn1_in_proj,62
audio-oo-oo-oo-oo,block3_layer1_self_attn1_in_proj,31
audio-a-a,block3_layer1_self_attn1_out_proj,288
audio-a-a,block3_layer1_self_attn1_out_proj,129
audio-a-a,block3_layer1_self_attn1_out_proj,292
audio-a-a,block3_layer1_self_attn1_out_proj,231
audio-a-a,block3_layer1_self_attn1_out_proj,459
audio-a-a,block3_layer1_self_attn1_out_proj,15
audio-a-a,block3_layer1_self_attn1_out_proj,63
audio-ch-ch-ch,block3_layer1_self_attn1_out_proj,267
audio-ch-ch-ch,block3_layer1_self_attn1_out_proj,491
audio-ch-ch-ch,block3_layer1_self_attn1_out_proj,302
audio-ch-ch-ch,block3_layer1_self_attn1_out_proj,339
audio-ch-ch-ch,block3_layer1_self_attn1_out_proj,313
audio-ch-ch-ch,block3_layer1_self_attn1_out_proj,91
audio-oo-oo-oo-oo,block3_layer1_self_attn1_out_proj,3
audio-oo-oo-oo-oo,block3_layer1_self_attn1_out_proj,101
audio-oo-oo-oo-oo,block3_layer1_self_attn1_out_proj,295
audio-oo-oo-oo-oo,block3_layer1_self_attn1_out_proj,72
audio-oo-oo-oo-oo,block3_layer1_self_attn1_out_proj,268
audio-oo-oo-oo-oo,block3_layer1_self_attn1_out_proj,21
audio-oo-oo-oo-oo,block3_layer1_self_attn1_out_proj,182
audio-oo-oo-oo-oo,block3_layer1_self_attn1_out_proj,407
audio-oo-oo-oo-oo,block3_layer1_self_attn1_out_proj,405
audio-a-a,block3_layer1_conv_module1_in_proj,546
audio-a-a,block3_layer1_conv_module1_in_proj,516
audio-a-a,block3_layer1_conv_module1_in_proj,774
audio-a-a,block3_layer1_conv_module1_in_proj,658
audio-a-a,block3_layer1_conv_module1_in_proj,214
audio-a-a,block3_layer1_conv_module1_in_proj,697
audio-a-a,block3_layer1_conv_module1_in_proj,762
audio-a-a,block3_layer1_conv_module1_in_proj,222
audio-ch-ch-ch,block3_layer1_conv_module1_in_proj,512
audio-ch-ch-ch,block3_layer1_conv_module1_in_proj,579
audio-ch-ch-ch,block3_layer1_conv_module1_in_proj,743
audio-ch-ch-ch,block3_layer1_conv_module1_in_proj,585
audio-ch-ch-ch,block3_layer1_conv_module1_in_proj,526
audio-ch-ch-ch,block3_layer1_conv_module1_in_proj,558
audio-ch-ch-ch,block3_layer1_conv_module1_in_proj,1012
audio-ch-ch-ch,block3_layer1_conv_module1_in_proj,185
audio-ch-ch-ch,block3_layer1_conv_module1_in_proj,986
audio-ch-ch-ch,block3_layer1_conv_module1_in_proj,636
audio-oo-oo-oo-oo,block3_layer1_conv_module1_in_proj,64
audio-oo-oo-oo-oo,block3_layer1_conv_module1_in_proj,515
audio-oo-oo-oo-oo,block3_layer1_conv_module1_in_proj,455
audio-oo-oo-oo-oo,block3_layer1_conv_module1_in_proj,913
audio-oo-oo-oo-oo,block3_layer1_conv_module1_in_proj,212
audio-oo-oo-oo-oo,block3_layer1_conv_module1_in_proj,628
audio-oo-oo-oo-oo,block3_layer1_conv_module1_in_proj,250
audio-oo-oo-oo-oo,block3_layer1_conv_module1_in_proj,798
audio-a-a,block3_layer1_feed_forward2_in_proj,161
audio-a-a,block3_layer1_feed_forward2_in_proj,907
audio-a-a,block3_layer1_feed_forward2_in_proj,1420
audio-a-a,block3_layer1_feed_forward2_in_proj,1463
audio-a-a,block3_layer1_feed_forward2_in_proj,156
audio-a-a,block3_layer1_feed_forward2_in_proj,311
audio-ch-ch-ch,block3_layer1_feed_forward2_in_proj,256
audio-ch-ch-ch,block3_layer1_feed_forward2_in_proj,362
audio-ch-ch-ch,block3_layer1_feed_forward2_in_proj,1514
audio-ch-ch-ch,block3_layer1_feed_forward2_in_proj,908
audio-ch-ch-ch,block3_layer1_feed_forward2_in_proj,398
audio-ch-ch-ch,block3_layer1_feed_forward2_in_proj,1520
audio-ch-ch-ch,block3_layer1_feed_forward2_in_proj,466
audio-oo-oo-oo-oo,block3_layer1_feed_forward2_in_proj,451
audio-oo-oo-oo-oo,block3_layer1_feed_forward2_in_proj,1061
audio-oo-oo-oo-oo,block3_layer1_feed_forward2_in_proj,298
audio-oo-oo-oo-oo,block3_layer1_feed_forward2_in_proj,1007
audio-oo-oo-oo-oo,block3_layer1_feed_forward2_in_proj,240
audio-oo-oo-oo-oo,block3_layer1_feed_forward2_in_proj,1109
audio-oo-oo-oo-oo,block3_layer1_feed_forward2_in_proj,312
audio-oo-oo-oo-oo,block3_layer1_feed_forward2_in_proj,29
audio-oo-oo-oo-oo,block3_layer1_feed_forward2_in_proj,606
audio-a-a,block3_layer1_self_attn2_in_proj,67
audio-a-a,block3_layer1_self_attn2_in_proj,13
audio-a-a,block3_layer1_self_attn2_in_proj,77
audio-a-a,block3_layer1_self_attn2_in_proj,78
audio-a-a,block3_layer1_self_attn2_in_proj,81
audio-a-a,block3_layer1_self_attn2_in_proj,29
audio-a-a,block3_layer1_self_attn2_in_proj,63
audio-ch-ch-ch,block3_layer1_self_attn2_in_proj,0
audio-ch-ch-ch,block3_layer1_self_attn2_in_proj,15
audio-ch-ch-ch,block3_layer1_self_attn2_in_proj,16
audio-ch-ch-ch,block3_layer1_self_attn2_in_proj,47
audio-ch-ch-ch,block3_layer1_self_attn2_in_proj,83
audio-ch-ch-ch,block3_layer1_self_attn2_in_proj,92
audio-ch-ch-ch,block3_layer1_self_attn2_in_proj,30
audio-oo-oo-oo-oo,block3_layer1_self_attn2_in_proj,3
audio-oo-oo-oo-oo,block3_layer1_self_attn2_in_proj,69
audio-oo-oo-oo-oo,block3_layer1_self_attn2_in_proj,72
audio-oo-oo-oo-oo,block3_layer1_self_attn2_in_proj,42
audio-oo-oo-oo-oo,block3_layer1_self_attn2_in_proj,79
audio-oo-oo-oo-oo,block3_layer1_self_attn2_in_proj,88
audio-oo-oo-oo-oo,block3_layer1_self_attn2_in_proj,91
audio-oo-oo-oo-oo,block3_layer1_self_attn2_in_proj,94
audio-a-a,block3_layer1_self_attn2_out_proj,226
audio-a-a,block3_layer1_self_attn2_out_proj,324
audio-a-a,block3_layer1_self_attn2_out_proj,298
audio-a-a,block3_layer1_self_attn2_out_proj,269
audio-a-a,block3_layer1_self_attn2_out_proj,206
audio-a-a,block3_layer1_self_attn2_out_proj,79
audio-a-a,block3_layer1_self_attn2_out_proj,465
audio-a-a,block3_layer1_self_attn2_out_proj,405
audio-ch-ch-ch,block3_layer1_self_attn2_out_proj,357
audio-ch-ch-ch,block3_layer1_self_attn2_out_proj,421
audio-ch-ch-ch,block3_layer1_self_attn2_out_proj,167
audio-ch-ch-ch,block3_layer1_self_attn2_out_proj,361
audio-ch-ch-ch,block3_layer1_self_attn2_out_proj,81
audio-ch-ch-ch,block3_layer1_self_attn2_out_proj,19
audio-ch-ch-ch,block3_layer1_self_attn2_out_proj,412
audio-oo-oo-oo-oo,block3_layer1_self_attn2_out_proj,160
audio-oo-oo-oo-oo,block3_layer1_self_attn2_out_proj,129
audio-oo-oo-oo-oo,block3_layer1_self_attn2_out_proj,358
audio-oo-oo-oo-oo,block3_layer1_self_attn2_out_proj,104
audio-oo-oo-oo-oo,block3_layer1_self_attn2_out_proj,266
audio-oo-oo-oo-oo,block3_layer1_self_attn2_out_proj,18
audio-oo-oo-oo-oo,block3_layer1_self_attn2_out_proj,504
audio-oo-oo-oo-oo,block3_layer1_self_attn2_out_proj,122
audio-a-a,block3_layer1_conv_module2_in_proj,228
audio-a-a,block3_layer1_conv_module2_in_proj,165
audio-a-a,block3_layer1_conv_module2_in_proj,136
audio-a-a,block3_layer1_conv_module2_in_proj,15
audio-a-a,block3_layer1_conv_module2_in_proj,272
audio-a-a,block3_layer1_conv_module2_in_proj,506
audio-ch-ch-ch,block3_layer1_conv_module2_in_proj,544
audio-ch-ch-ch,block3_layer1_conv_module2_in_proj,224
audio-ch-ch-ch,block3_layer1_conv_module2_in_proj,577
audio-ch-ch-ch,block3_layer1_conv_module2_in_proj,387
audio-ch-ch-ch,block3_layer1_conv_module2_in_proj,104
audio-ch-ch-ch,block3_layer1_conv_module2_in_proj,248
audio-ch-ch-ch,block3_layer1_conv_module2_in_proj,63
audio-oo-oo-oo-oo,block3_layer1_conv_module2_in_proj,99
audio-oo-oo-oo-oo,block3_layer1_conv_module2_in_proj,5
audio-oo-oo-oo-oo,block3_layer1_conv_module2_in_proj,201
audio-oo-oo-oo-oo,block3_layer1_conv_module2_in_proj,1010
audio-oo-oo-oo-oo,block3_layer1_conv_module2_in_proj,823
audio-oo-oo-oo-oo,block3_layer1_conv_module2_in_proj,568
audio-oo-oo-oo-oo,block3_layer1_conv_module2_in_proj,380
audio-oo-oo-oo-oo,block3_layer1_conv_module2_in_proj,543
audio-a-a,block3_layer1_feed_forward3_in_proj,193
audio-a-a,block3_layer1_feed_forward3_in_proj,1516
audio-a-a,block3_layer1_feed_forward3_in_proj,1878
audio-a-a,block3_layer1_feed_forward3_in_proj,183
audio-a-a,block3_layer1_feed_forward3_in_proj,248
audio-a-a,block3_layer1_feed_forward3_in_proj,186
audio-ch-ch-ch,block3_layer1_feed_forward3_in_proj,288
audio-ch-ch-ch,block3_layer1_feed_forward3_in_proj,1346
audio-ch-ch-ch,block3_layer1_feed_forward3_in_proj,1322
audio-ch-ch-ch,block3_layer1_feed_forward3_in_proj,1836
audio-ch-ch-ch,block3_layer1_feed_forward3_in_proj,944
audio-ch-ch-ch,block3_layer1_feed_forward3_in_proj,309
audio-oo-oo-oo-oo,block3_layer1_feed_forward3_in_proj,962
audio-oo-oo-oo-oo,block3_layer1_feed_forward3_in_proj,1090
audio-oo-oo-oo-oo,block3_layer1_feed_forward3_in_proj,293
audio-oo-oo-oo-oo,block3_layer1_feed_forward3_in_proj,1863
audio-oo-oo-oo-oo,block3_layer1_feed_forward3_in_proj,1804
audio-oo-oo-oo-oo,block3_layer1_feed_forward3_in_proj,623
audio-oo-oo-oo-oo,block3_layer1_feed_forward3_in_proj,433
audio-oo-oo-oo-oo,block3_layer1_feed_forward3_in_proj,1398
audio-oo-oo-oo-oo,block3_layer1_feed_forward3_in_proj,152
audio-oo-oo-oo-oo,block3_layer1_feed_forward3_in_proj,729
audio-a-a,block3_layer2_self_attn_weights_in_proj,355
audio-a-a,block3_layer2_self_attn_weights_in_proj,292
audio-a-a,block3_layer2_self_attn_weights_in_proj,491
audio-a-a,block3_layer2_self_attn_weights_in_proj,493
audio-a-a,block3_layer2_self_attn_weights_in_proj,174
audio-a-a,block3_layer2_self_attn_weights_in_proj,526
audio-a-a,block3_layer2_self_attn_weights_in_proj,496
audio-a-a,block3_layer2_self_attn_weights_in_proj,184
audio-a-a,block3_layer2_self_attn_weights_in_proj,314
audio-a-a,block3_layer2_self_attn_weights_in_proj,382
audio-ch-ch-ch,block3_layer2_self_attn_weights_in_proj,32
audio-ch-ch-ch,block3_layer2_self_attn_weights_in_proj,259
audio-ch-ch-ch,block3_layer2_self_attn_weights_in_proj,516
audio-ch-ch-ch,block3_layer2_self_attn_weights_in_proj,260
audio-ch-ch-ch,block3_layer2_self_attn_weights_in_proj,390
audio-ch-ch-ch,block3_layer2_self_attn_weights_in_proj,517
audio-ch-ch-ch,block3_layer2_self_attn_weights_in_proj,452
audio-ch-ch-ch,block3_layer2_self_attn_weights_in_proj,531
audio-ch-ch-ch,block3_layer2_self_attn_weights_in_proj,373
audio-ch-ch-ch,block3_layer2_self_attn_weights_in_proj,191
audio-oo-oo-oo-oo,block3_layer2_self_attn_weights_in_proj,130
audio-oo-oo-oo-oo,block3_layer2_self_attn_weights_in_proj,99
audio-oo-oo-oo-oo,block3_layer2_self_attn_weights_in_proj,104
audio-oo-oo-oo-oo,block3_layer2_self_attn_weights_in_proj,361
audio-oo-oo-oo-oo,block3_layer2_self_attn_weights_in_proj,234
audio-oo-oo-oo-oo,block3_layer2_self_attn_weights_in_proj,45
audio-oo-oo-oo-oo,block3_layer2_self_attn_weights_in_proj,241
audio-oo-oo-oo-oo,block3_layer2_self_attn_weights_in_proj,248
audio-oo-oo-oo-oo,block3_layer2_self_attn_weights_in_proj,537
audio-oo-oo-oo-oo,block3_layer2_self_attn_weights_in_proj,93
audio-a-a,block3_layer2_feed_forward1_in_proj,164
audio-a-a,block3_layer2_feed_forward1_in_proj,262
